posicao,codigo_ibge,municipio,unidade_federativa,populacao,is_capital
1367,5107875,Sapezal,Mato Grosso,25881,FALSE
1368,4306908,Encruzilhada do Sul,Rio Grande do Sul,25877,FALSE
1369,2908606,Conde,Bahia,25837,FALSE
1370,5211206,Itapuranga,Goiás,25768,FALSE
1371,2614808,Tacaratu,Pernambuco,25765,FALSE
1372,1505031,Novo Progresso,Pará,25762,FALSE
1373,4210506,Maravilha,Santa Catarina,25762,FALSE
1374,5001003,Aparecida do Taboado,Mato Grosso do Sul,25745,FALSE
1375,2709400,Viçosa,Alagoas,25733,FALSE
1376,4309407,Guaporé,Rio Grande do Sul,25727,FALSE
1377,5100201,Água Boa,Mato Grosso,25721,FALSE
1378,2309458,Ocara,Ceará,25703,FALSE
1379,4319505,São Sebastião do Caí,Rio Grande do Sul,25685,FALSE
1380,3537404,Pereira Barreto,São Paulo,25669,FALSE
1381,1303304,Novo Aripuanã,Amazonas,25644,FALSE
1382,2110104,Santa Quitéria do Maranhão,Maranhão,25642,FALSE
1383,2703106,Igaci,Alagoas,25631,FALSE
1384,2112456,Turilândia,Maranhão,25619,FALSE
1385,2608750,Lagoa Grande,Pernambuco,25601,FALSE
1386,2911105,Formosa do Rio Preto,Bahia,25591,FALSE
1387,2104677,Governador Nunes Freire,Maranhão,25577,FALSE
1388,1507151,São Domingos do Araguaia,Pará,25557,FALSE
1389,2303808,Cedro,Ceará,25557,FALSE
1390,3302908,Miguel Pereira,Rio de Janeiro,25538,FALSE
1391,3113206,Carandaí,Minas Gerais,25501,FALSE
1392,2312700,Senador Pompeu,Ceará,25496,FALSE
1393,3538907,Pirajuí,São Paulo,25492,FALSE
1394,2205805,Luzilândia,Piauí,25486,FALSE
1395,4119400,Piraí do Sul,Paraná,25463,FALSE
1396,3162005,São Gonçalo do Sapucaí,Minas Gerais,25449,FALSE
1397,3507100,Bom Jesus dos Perdões,São Paulo,25448,FALSE
1398,2925808,Queimadas,Bahia,25439,FALSE
1399,3135803,Jequitinhonha,Minas Gerais,25391,FALSE
1400,2609006,Macaparana,Pernambuco,25376,FALSE
1401,1507904,Soure,Pará,25374,FALSE
1402,4103602,Cambará,Paraná,25360,FALSE
1403,4304663,Capão do Leão,Rio Grande do Sul,25354,FALSE
1404,3169604,Tupaciguara,Minas Gerais,25327,FALSE
1405,2807600,Umbaúba,Sergipe,25294,FALSE
1406,3205069,Venda Nova do Imigrante,Espírito Santo,25277,FALSE
1407,2110039,Santa Luzia do Paruá,Maranhão,25254,FALSE
1408,3502200,Angatuba,São Paulo,25228,FALSE
1409,5002951,Chapadão do Sul,Mato Grosso do Sul,25218,FALSE
1410,2705002,Mata Grande,Alagoas,25216,FALSE
1411,2914406,Iraquara,Bahia,25216,FALSE
1412,5203500,Bom Jesus de Goiás,Goiás,25216,FALSE
1413,1100940,Cujubim,Rondônia,25215,FALSE
1414,3129509,Ibiá,Minas Gerais,25199,FALSE
1415,2906709,Cândido Sales,Bahia,25189,FALSE
1416,2918357,João Dourado,Bahia,25188,FALSE
1417,2201903,Bom Jesus,Piauí,25179,FALSE
1418,3101102,Aimorés,Minas Gerais,25167,FALSE
1419,3162401,São João da Ponte,Minas Gerais,25165,FALSE
1420,1303601,Santa Isabel do Rio Negro,Amazonas,25156,FALSE
1421,3303955,Pinheiral,Rio de Janeiro,25156,FALSE
1422,2108256,Pedro do Rosário,Maranhão,25144,FALSE
1423,5000708,Anastácio,Mato Grosso do Sul,25135,FALSE
1424,2901106,Amélia Rodrigues,Bahia,25102,FALSE
1425,3531407,Monte Aprazível,São Paulo,25087,FALSE
1426,4208500,Ituporanga,Santa Catarina,25086,FALSE
1427,2707107,Piranhas,Alagoas,25039,FALSE
1428,2305308,Ibiapina,Ceará,24997,FALSE
1429,3124203,Espera Feliz,Minas Gerais,24951,FALSE
1430,3507803,Brodowski,São Paulo,24939,FALSE
1431,3501301,Álvares Machado,São Paulo,24915,FALSE
1432,5217302,Pirenópolis,Goiás,24908,FALSE
1433,2600302,Agrestina,Pernambuco,24885,FALSE
1434,4203956,Capivari de Baixo,Santa Catarina,24871,FALSE
1435,1506609,Santa Maria do Pará,Pará,24861,FALSE
1436,1507458,São Geraldo do Araguaia,Pará,24847,FALSE
1437,3109303,Buritis,Minas Gerais,24841,FALSE
1438,5004502,Itaporã,Mato Grosso do Sul,24839,FALSE
1439,2307403,Jucás,Ceará,24833,FALSE
1440,2304251,Cruz,Ceará,24827,FALSE
1441,2603702,Canhotinho,Pernambuco,24804,FALSE
1442,2924801,Piritiba,Bahia,24755,FALSE
1443,2704005,Junqueiro,Alagoas,24727,FALSE
1444,3304151,Quissamã,Rio de Janeiro,24700,FALSE
1445,2507002,Itaporanga,Paraíba,24692,FALSE
1446,3520004,Igaraçu do Tietê,São Paulo,24674,FALSE
1447,2504603,Conde,Paraíba,24670,FALSE
1448,2301703,Aurora,Ceará,24654,FALSE
1449,3540754,Potim,São Paulo,24643,FALSE
1450,2705101,Matriz de Camaragibe,Alagoas,24642,FALSE
1451,5002100,Bela Vista,Mato Grosso do Sul,24629,FALSE
1452,5007109,Ribas do Rio Pardo,Mato Grosso do Sul,24615,FALSE
1453,3147402,Paraopeba,Minas Gerais,24540,FALSE
1454,3512407,Cordeirópolis,São Paulo,24528,FALSE
1455,5217104,Piracanjuba,Goiás,24524,FALSE
1456,2703205,Igreja Nova,Alagoas,24499,FALSE
1457,4320107,Sarandi,Rio Grande do Sul,24489,FALSE
1458,2506905,Itabaiana,Paraíba,24477,FALSE
1459,3507902,Brotas,São Paulo,24403,FALSE
1460,2706406,Pão de Açúcar,Alagoas,24399,FALSE
1461,3502705,Apiaí,São Paulo,24374,FALSE
1462,3148707,Pedra Azul,Minas Gerais,24324,FALSE
1463,2102804,Carolina,Maranhão,24322,FALSE
1464,2911907,Iaçu,Bahia,24305,FALSE
1465,4310801,Ivoti,Rio Grande do Sul,24293,FALSE
1466,4318408,São Jerônimo,Rio Grande do Sul,24248,FALSE
1467,2932002,Uauá,Bahia,24240,FALSE
1468,3521408,Iracemápolis,São Paulo,24235,FALSE
1469,2702355,Craíbas,Alagoas,24219,FALSE
1470,2304350,Forquilha,Ceará,24218,FALSE
1471,2512903,Rio Tinto,Paraíba,24176,FALSE
1472,2306108,Irauçuba,Ceará,24156,FALSE
1473,3130903,Inhapim,Minas Gerais,24140,FALSE
1474,2411502,Santo Antônio,Rio Grande do Norte,24136,FALSE
1475,4320909,Tapejara,Rio Grande do Sul,24111,FALSE
1476,2605004,Cupira,Pernambuco,24107,FALSE
1477,4216909,São Lourenço do Oeste,Santa Catarina,24076,FALSE
1478,4105904,Colorado,Paraná,24012,FALSE
1479,2703809,Joaquim Gomes,Alagoas,23993,FALSE
1480,4322202,Tupanciretã,Rio Grande do Sul,23948,FALSE
1481,2708303,São José da Laje,Alagoas,23927,FALSE
1482,4321808,Três de Maio,Rio Grande do Sul,23906,FALSE
1483,4321907,Três Passos,Rio Grande do Sul,23906,FALSE
1484,2109007,Porto Franco,Maranhão,23885,FALSE
1485,2102309,Buriti Bravo,Maranhão,23884,FALSE
1486,2609709,Orobó,Pernambuco,23884,FALSE
1487,2918803,Laje,Bahia,23840,FALSE
1488,4206306,Guabiruba,Santa Catarina,23832,FALSE
1489,3105103,Bambuí,Minas Gerais,23829,FALSE
1490,2102903,Carutapera,Maranhão,23807,FALSE
1491,3143401,Monte Sião,Minas Gerais,23803,FALSE
1492,1502004,Cachoeira do Arari,Pará,23767,FALSE
1493,3162955,São José da Lapa,Minas Gerais,23766,FALSE
1494,3154002,Raul Soares,Minas Gerais,23762,FALSE
1495,1506302,Salvaterra,Pará,23752,FALSE
1496,3119104,Corinto,Minas Gerais,23731,FALSE
1497,2805505,Poço Verde,Sergipe,23728,FALSE
1498,1502509,Chaves,Pará,23717,FALSE
1499,3113008,Caraí,Minas Gerais,23685,FALSE
1500,2105500,João Lisboa,Maranhão,23632,FALSE
1501,4319604,São Sepé,Rio Grande do Sul,23621,FALSE
1502,3162708,São João do Paraíso,Minas Gerais,23618,FALSE
1503,3204609,Santa Teresa,Espírito Santo,23590,FALSE
1504,4120804,Quatro Barras,Paraná,23559,FALSE
1505,2611903,Rio Formoso,Pernambuco,23535,FALSE
1506,2412500,São Miguel,Rio Grande do Norte,23519,FALSE
1507,4124053,Santa Terezinha de Itaipu,Paraná,23465,FALSE
1508,2301604,Assaré,Ceará,23417,FALSE
1509,4104659,Carambeí,Paraná,23415,FALSE
1510,2614857,Tamandaré,Pernambuco,23388,FALSE
1511,2912707,Ibirapitanga,Bahia,23375,FALSE
1512,2106508,Matinha,Maranhão,23370,FALSE
1513,2103802,Dom Pedro,Maranhão,23350,FALSE
1514,2512309,Princesa Isabel,Paraíba,23345,FALSE
1515,5005202,Ladário,Mato Grosso do Sul,23331,FALSE
1516,2903409,Belmonte,Bahia,23328,FALSE
1517,3548005,Santo Antônio de Posse,São Paulo,23310,FALSE
1518,2607000,Inajá,Pernambuco,23247,FALSE
1519,4215703,Santo Amaro da Imperatriz,Santa Catarina,23245,FALSE
1520,3100203,Abaeté,Minas Gerais,23237,FALSE
1521,3302106,Itaocara,Rio de Janeiro,23234,FALSE
1522,3301405,Conceição de Macabu,Rio de Janeiro,23228,FALSE
1523,3553807,Taquarituba,São Paulo,23218,FALSE
1524,3132701,Itambacuri,Minas Gerais,23211,FALSE
1525,3553302,Tambaú,São Paulo,23207,FALSE
1526,2108454,Peritoró,Maranhão,23196,FALSE
1527,2930774,Sobradinho,Bahia,23191,FALSE
1528,5004700,Ivinhema,Mato Grosso do Sul,23187,FALSE
1529,3204005,Pancas,Espírito Santo,23184,FALSE
1530,2905008,Caculé,Bahia,23170,FALSE
1531,3554300,Teodoro Sampaio,São Paulo,23148,FALSE
1532,4212809,Balneário Piçarras,Santa Catarina,23147,FALSE
1533,2304004,Coreaú,Ceará,23136,FALSE
1534,4113502,Loanda,Paraná,23086,FALSE
1535,4205704,Garopaba,Santa Catarina,23078,FALSE
1536,1304401,Urucurituba,Amazonas,23065,FALSE
1537,2915809,Itambé,Bahia,23049,FALSE
1538,1507474,São João de Pirabas,Pará,23045,FALSE
1539,1200450,Senador Guiomard,Acre,23024,FALSE
1540,5001904,Bataguassu,Mato Grosso do Sul,23024,FALSE
1541,1100320,São Miguel do Guaporé,Rondônia,23005,FALSE
1542,5210901,Itapaci,Goiás,22981,FALSE
1543,2600807,Altinho,Pernambuco,22972,FALSE
1544,1100015,Alta Floresta d'Oeste,Rondônia,22945,FALSE
1545,3202108,Ecoporanga,Espírito Santo,22923,FALSE
1546,3118403,Conselheiro Pena,Minas Gerais,22921,FALSE
1547,4211702,Orleans,Santa Catarina,22912,FALSE
1548,1721208,Tocantinópolis,Tocantins,22870,FALSE
1549,4203907,Capinzal,Santa Catarina,22848,FALSE
1550,2600906,Amaraji,Pernambuco,22829,FALSE
1551,2501104,Areia,Paraíba,22819,FALSE
1552,4114104,Mandaguaçu,Paraná,22819,FALSE
1553,4310330,Imbé,Rio Grande do Sul,22800,FALSE
1554,2613206,São João,Pernambuco,22793,FALSE
1555,3139508,Manhumirim,Minas Gerais,22707,FALSE
1556,4306809,Encantado,Rio Grande do Sul,22706,FALSE
1557,2921104,Medeiros Neto,Bahia,22688,FALSE
1558,4315305,Quaraí,Rio Grande do Sul,22687,FALSE
1559,2302008,Barro,Ceará,22680,FALSE
1560,5208905,Goiás,Goiás,22645,FALSE
1561,2605608,Flores,Pernambuco,22624,FALSE
1562,2925956,Rafael Jambeiro,Bahia,22621,FALSE
1563,2610806,Pedra,Pernambuco,22617,FALSE
1564,4206702,Herval d'Oeste,Santa Catarina,22606,FALSE
1565,2908903,Coração de Maria,Bahia,22605,FALSE
1566,2908200,Conceição da Feira,Bahia,22581,FALSE
1567,5106307,Paranatinga,Mato Grosso,22563,FALSE
1568,2303006,Caridade,Ceará,22547,FALSE
1569,2308906,Morrinhos,Ceará,22534,FALSE
1570,2931509,Teofilândia,Bahia,22518,FALSE
1571,3114204,Carmo do Cajuru,Minas Gerais,22478,FALSE
1572,2900801,Alcobaça,Bahia,22470,FALSE
1573,2407807,Monte Alegre,Rio Grande do Norte,22451,FALSE
1574,2301950,Barreira,Ceará,22425,FALSE
1575,5200134,Acreúna,Goiás,22366,FALSE
1576,3502754,Araçariguama,São Paulo,22364,FALSE
1577,5101407,Aripuanã,Mato Grosso,22354,FALSE
1578,2926202,Riachão das Neves,Bahia,22339,FALSE
1579,2111706,São Vicente Ferrer,Maranhão,22247,FALSE
1580,2916104,Itaparica,Bahia,22228,FALSE
1581,3529708,Miguelópolis,São Paulo,22226,FALSE
1582,2922409,Mutuípe,Bahia,22221,FALSE
1583,3535309,Palmital,São Paulo,22221,FALSE
1584,5205406,Ceres,Goiás,22191,FALSE
1585,2702603,Feira Grande,Alagoas,22166,FALSE
1586,2311504,Quixeré,Ceará,22149,FALSE
1587,4117305,Ortigueira,Paraná,22141,FALSE
1588,1707009,Dianópolis,Tocantins,22139,FALSE
1589,2605400,Feira Nova,Pernambuco,22131,FALSE
1590,2100204,Alcântara,Maranhão,22097,FALSE
1591,2801405,Carira,Sergipe,22082,FALSE
1592,4100509,Altônia,Paraná,22056,FALSE
1593,5103502,Diamantino,Mato Grosso,22041,FALSE
1594,2906907,Caravelas,Bahia,22016,FALSE
1595,3540002,Pompeia,São Paulo,22014,FALSE
1596,2610400,Parnamirim,Pernambuco,22010,FALSE
1597,2112233,Trizidela do Vale,Maranhão,21998,FALSE
1598,2102705,Cantanhede,Maranhão,21995,FALSE
1599,5220207,São Miguel do Araguaia,Goiás,21993,FALSE
1600,5002209,Bonito,Mato Grosso do Sul,21976,FALSE
1601,1300144,Apuí,Amazonas,21973,FALSE
1602,1600535,Porto Grande,Amapá,21971,FALSE
1603,5002902,Cassilândia,Mato Grosso do Sul,21939,FALSE
1604,1400209,Caracaraí,Roraima,21926,FALSE
1605,3301504,Cordeiro,Rio de Janeiro,21926,FALSE
1606,5006002,Nova Alvorada do Sul,Mato Grosso do Sul,21882,FALSE
1607,2313807,Uruburetama,Ceará,21850,FALSE
1608,5201306,Anicuns,Goiás,21850,FALSE
1609,2509107,Mari,Paraíba,21837,FALSE
1610,2503001,Caaporã,Paraíba,21828,FALSE
1611,2923209,Oliveira dos Brejinhos,Bahia,21825,FALSE
1612,5008008,Terenos,Mato Grosso do Sul,21806,FALSE
1613,3305158,São José do Vale do Rio Preto,Rio de Janeiro,21795,FALSE
1614,3305604,Silva Jardim,Rio de Janeiro,21774,FALSE
1615,3110509,Camanducaia,Minas Gerais,21770,FALSE
1616,3133501,Itapecerica,Minas Gerais,21762,FALSE
1617,2923407,Palmas de Monte Alto,Bahia,21750,FALSE
1618,3527405,Lucélia,São Paulo,21747,FALSE
1619,3204203,Piúma,Espírito Santo,21711,FALSE
1620,4318200,São Francisco de Paula,Rio Grande do Sul,21710,FALSE
1621,5209705,Hidrolândia,Goiás,21706,FALSE
1622,2604502,Chã Grande,Pernambuco,21698,FALSE
1623,2702108,Colônia Leopoldina,Alagoas,21698,FALSE
1624,2912103,Ibicaraí,Bahia,21689,FALSE
1625,2705705,Olho d'Água das Flores,Alagoas,21688,FALSE
1626,4208104,Itaiópolis,Santa Catarina,21669,FALSE
1627,3115508,Caxambu,Minas Gerais,21656,FALSE
1628,2306603,Itatira,Ceará,21647,FALSE
1629,1600402,Mazagão,Amapá,21632,FALSE
1630,2103174,Centro Novo do Maranhão,Maranhão,21622,FALSE
1631,4313060,Nova Hartz,Rio Grande do Sul,21615,FALSE
1632,2923605,Paramirim,Bahia,21607,FALSE
1633,1303700,Santo Antônio do Içá,Amazonas,21602,FALSE
1634,2301307,Araripe,Ceará,21600,FALSE
1635,5102702,Canarana,Mato Grosso,21579,FALSE
1636,2800209,Aquidabã,Sergipe,21563,FALSE
1637,2211209,Uruçuí,Piauí,21558,FALSE
1638,4319000,São Marcos,Rio Grande do Sul,21556,FALSE
1639,3513603,Cunha,São Paulo,21547,FALSE
1640,3143203,Monte Santo de Minas,Minas Gerais,21524,FALSE
1641,3147204,Paraguaçu,Minas Gerais,21513,FALSE
1642,3202207,Fundão,Espírito Santo,21509,FALSE
1643,2904100,Boquira,Bahia,21508,FALSE
1644,3533007,Nova Granada,São Paulo,21500,FALSE
1645,3540903,Pradópolis,São Paulo,21496,FALSE
1646,2108702,Pio XII,Maranhão,21485,FALSE
1647,2408904,Parelhas,Rio Grande do Norte,21477,FALSE
1648,3517505,Guapiaçu,São Paulo,21454,FALSE
1649,1506583,Santa Maria das Barreiras,Pará,21449,FALSE
1650,2609154,Manari,Pernambuco,21434,FALSE
1651,2608503,Lagoa de Itaenga,Pernambuco,21429,FALSE
1652,1100403,Alto Paraíso,Rondônia,21428,FALSE
1653,2309508,Orós,Ceará,21427,FALSE
1654,3205036,Vargem Alta,Espírito Santo,21402,FALSE
1655,2106326,Maracaçumé,Maranhão,21395,FALSE
1656,3149903,Perdões,Minas Gerais,21390,FALSE
1657,4213500,Porto Belo,Santa Catarina,21388,FALSE
1658,2107704,Paraibano,Maranhão,21386,FALSE
1659,5106257,Nova Xavantina,Mato Grosso,21374,FALSE
1660,1504950,Nova Esperança do Piriá,Pará,21368,FALSE
1661,4217402,Schroeder,Santa Catarina,21365,FALSE
1662,2613305,São Joaquim do Monte,Pernambuco,21356,FALSE
1663,4313201,Nova Petrópolis,Rio Grande do Sul,21353,FALSE
1664,4316006,Rolante,Rio Grande do Sul,21349,FALSE
1665,2501500,Bananeiras,Paraíba,21318,FALSE
1666,2613404,São José da Coroa Grande,Pernambuco,21298,FALSE
1667,2101905,Bequimão,Maranhão,21280,FALSE
1668,4219002,Urussanga,Santa Catarina,21268,FALSE
1669,2701308,Cajueiro,Alagoas,21264,FALSE
1670,3114402,Carmo do Rio Claro,Minas Gerais,21225,FALSE
1671,3517703,Guará,São Paulo,21220,FALSE
1672,2202307,Canto do Buriti,Piauí,21187,FALSE
1673,4112108,Jandaia do Sul,Paraná,21176,FALSE
1674,2904753,Buritirama,Bahia,21174,FALSE
1675,1303007,Nhamundá,Amazonas,21173,FALSE
1676,5004601,Itaquiraí,Mato Grosso do Sul,21142,FALSE
1677,3142809,Monte Alegre de Minas,Minas Gerais,21120,FALSE
1678,2909604,Crisópolis,Bahia,21103,FALSE
1679,2933505,Wenceslau Guimarães,Bahia,21101,FALSE
1680,2919926,Madre de Deus,Bahia,21093,FALSE
1681,2311264,Quiterianópolis,Ceará,21084,FALSE
1682,3147303,Paraisópolis,Minas Gerais,21083,FALSE
1683,1506351,Santa Bárbara do Pará,Pará,21079,FALSE
1684,2929107,São Felipe,Bahia,21074,FALSE
1685,2931202,Taperoá,Bahia,21074,FALSE
1686,3133303,Itaobim,Minas Gerais,21062,FALSE
1687,3111002,Campestre,Minas Gerais,21055,FALSE
1688,2108108,Paulo Ramos,Maranhão,21040,FALSE
1689,4126603,Siqueira Campos,Paraná,21016,FALSE
1690,2106706,Mirador,Maranhão,21015,FALSE
1691,4128005,Ubiratã,Paraná,21013,FALSE
1692,1300102,Anori,Amazonas,21010,FALSE
1693,3511003,Castilho,São Paulo,21006,FALSE
1694,3167103,Serro,Minas Gerais,20966,FALSE
1695,3505807,Bastos,São Paulo,20953,FALSE
1696,4302709,Butiá,Rio Grande do Sul,20941,FALSE
1697,4106605,Cruzeiro do Oeste,Paraná,20932,FALSE
1698,2107357,Nova Olinda do Maranhão,Maranhão,20928,FALSE
1699,2211308,Valença do Piauí,Piauí,20918,FALSE
1700,3547700,Santo Anastácio,São Paulo,20878,FALSE
1701,3142908,Monte Azul,Minas Gerais,20854,FALSE
1702,2500403,Alagoa Nova,Paraíba,20849,FALSE
1703,2911808,Guaratinga,Bahia,20843,FALSE
1704,2920502,Maracás,Bahia,20834,FALSE
1705,5003256,Costa Rica,Mato Grosso do Sul,20823,FALSE
1706,3141405,Medina,Minas Gerais,20820,FALSE
1707,3137809,Lambari,Minas Gerais,20814,FALSE
1708,3105905,Barroso,Minas Gerais,20810,FALSE
1709,4301008,Arroio do Meio,Rio Grande do Sul,20805,FALSE
1710,2927507,Santa Bárbara,Bahia,20791,FALSE
1711,3515152,Engenheiro Coelho,São Paulo,20773,FALSE
1712,5103304,Comodoro,Mato Grosso,20763,FALSE
1713,4106506,Coronel Vivida,Paraná,20734,FALSE
1714,2616209,Vertentes,Pernambuco,20731,FALSE
1715,2601607,Belém do São Francisco,Pernambuco,20729,FALSE
1716,2911600,Governador Mangabeira,Bahia,20722,FALSE
1717,3510302,Capela do Alto,São Paulo,20706,FALSE
1718,2303600,Catarina,Ceará,20698,FALSE
1719,3523503,Itatinga,São Paulo,20697,FALSE
1720,5220603,Silvânia,Goiás,20695,FALSE
1721,3526001,Junqueirópolis,São Paulo,20679,FALSE
1722,2111003,São João Batista,Maranhão,20665,FALSE
1723,5107305,São José do Rio Claro,Mato Grosso,20664,FALSE
1724,4314605,Piratini,Rio Grande do Sul,20663,FALSE
1725,5220405,São Simão,Goiás,20645,FALSE
1726,2210003,São João do Piauí,Piauí,20601,FALSE
1727,2902807,Barra da Estiva,Bahia,20598,FALSE
1728,3171006,Vazante,Minas Gerais,20590,FALSE
1729,4208450,Itapoá,Santa Catarina,20576,FALSE
1730,2920700,Maraú,Bahia,20570,FALSE
1731,3144102,Muzambinho,Minas Gerais,20569,FALSE
1732,2310852,Pindoretama,Ceará,20567,FALSE
1733,2611705,Riacho das Almas,Pernambuco,20546,FALSE
1734,2601052,Araçoiaba,Pernambuco,20524,FALSE
1735,2207801,Paulistana,Piauí,20523,FALSE
1736,4127502,Tibagi,Paraná,20522,FALSE
1737,2932705,Uruçuca,Bahia,20519,FALSE
1738,2402303,Caraúbas,Rio Grande do Norte,20493,FALSE
1739,2915502,Itajuípe,Bahia,20491,FALSE
1740,1100148,Nova Brasilândia d'Oeste,Rondônia,20474,FALSE
1741,2902609,Baixa Grande,Bahia,20468,FALSE
1742,2931004,Tanhaçu,Bahia,20403,FALSE
1743,2306504,Itapiúna,Ceará,20382,FALSE
1744,2917102,Itororó,Bahia,20382,FALSE
1745,2603108,Cachoeirinha,Pernambuco,20380,FALSE
1746,4310009,Ibirubá,Rio Grande do Sul,20350,FALSE
1747,2505105,Cuité,Paraíba,20338,FALSE
1748,4212908,Pinhalzinho,Santa Catarina,20313,FALSE
1749,2501005,Araruna,Paraíba,20312,FALSE
1750,1503044,Floresta do Araguaia,Pará,20304,FALSE
1751,5106232,Nova Olímpia,Mato Grosso,20301,FALSE
1752,1101492,São Francisco do Guaporé,Rondônia,20266,FALSE
1753,2303956,Chorozinho,Ceará,20264,FALSE
1754,3542404,Regente Feijó,São Paulo,20261,FALSE
1755,2514503,São José de Piranhas,Paraíba,20251,FALSE
1756,5205513,Cocalzinho de Goiás,Goiás,20240,FALSE
1757,3535804,Paranapanema,São Paulo,20197,FALSE
1758,2700102,Água Branca,Alagoas,20196,FALSE
1759,2109502,Riachão,Maranhão,20195,FALSE
1760,2102606,Cândido Mendes,Maranhão,20178,FALSE
1761,3301108,Cantagalo,Rio de Janeiro,20172,FALSE
1762,4124400,Santo Antônio do Sudoeste,Paraná,20166,FALSE
1763,3146305,Padre Paraíso,Minas Gerais,20154,FALSE
1764,2924603,Pindobaçu,Bahia,20150,FALSE
1765,3134608,Jaboticatubas,Minas Gerais,20143,FALSE
1766,5201702,Aragarças,Goiás,20118,FALSE
1767,2900207,Abaré,Bahia,20086,FALSE
1768,2707503,Porto Real do Colégio,Alagoas,20066,FALSE
1769,2603801,Capoeiras,Pernambuco,20048,FALSE
1770,5200100,Abadiânia,Goiás,20042,FALSE
1771,1301506,Envira,Amazonas,20033,FALSE
1772,4101101,Andirá,Paraná,20031,FALSE
1773,4208807,Jaguaruna,Santa Catarina,20024,FALSE
1774,2806206,Salgado,Sergipe,19998,FALSE
1775,3511409,Cerqueira César,São Paulo,19985,FALSE
1776,2709103,Taquarana,Alagoas,19980,FALSE
1777,2305209,Hidrolândia,Ceará,19978,FALSE
1778,3169703,Turmalina,Minas Gerais,19964,FALSE
1779,2305357,Icapuí,Ceará,19934,FALSE
1780,3122009,Divino,Minas Gerais,19931,FALSE
1781,3137700,Lajinha,Minas Gerais,19923,FALSE
1782,1300201,Atalaia do Norte,Amazonas,19921,FALSE
1783,2932101,Ubaíra,Bahia,19895,FALSE
1784,5204904,Campos Belos,Goiás,19887,FALSE
1785,5218904,Rubiataba,Goiás,19882,FALSE
1786,3508009,Buri,São Paulo,19878,FALSE
1787,3131208,Ipanema,Minas Gerais,19861,FALSE
1788,3101904,Alpinópolis,Minas Gerais,19853,FALSE
1789,1506559,Santa Luzia do Pará,Pará,19848,FALSE
1790,2106300,Magalhães de Almeida,Maranhão,19826,FALSE
1791,2313757,Umirim,Ceará,19825,FALSE
1792,2307254,Jijoca de Jericoacoara,Ceará,19816,FALSE
1793,2805802,Riachão do Dantas,Sergipe,19805,FALSE
1794,2704401,Major Izidoro,Alagoas,19804,FALSE
1795,2202000,Buriti dos Lopes,Piauí,19781,FALSE
1796,3529906,Miracatu,São Paulo,19779,FALSE
1797,4202453,Bombinhas,Santa Catarina,19769,FALSE
1798,1200385,Plácido de Castro,Acre,19761,FALSE
1799,5103007,Chapada dos Guimarães,Mato Grosso,19752,FALSE
1800,5103379,Cotriguaçu,Mato Grosso,19750,FALSE
1801,2916807,Itarantim,Bahia,19747,FALSE
1802,5007406,Rio Verde de Mato Grosso,Mato Grosso do Sul,19746,FALSE
1803,3111101,Campina Verde,Minas Gerais,19745,FALSE
1804,3159803,Santa Vitória,Minas Gerais,19742,FALSE
1805,2107605,Palmeirândia,Maranhão,19722,FALSE
1806,2202604,Castelo do Piauí,Piauí,19716,FALSE
1807,5101902,Brasnorte,Mato Grosso,19695,FALSE
1808,2307635,Madalena,Ceará,19691,FALSE
1809,3304110,Porto Real,Rio de Janeiro,19683,FALSE
1810,1300631,Beruri,Amazonas,19679,FALSE
1811,3536208,Pariquera-Açu,São Paulo,19648,FALSE
1812,2600203,Afrânio,Pernambuco,19635,FALSE
1813,3167608,Simonésia,Minas Gerais,19633,FALSE
1814,2512705,Remígio,Paraíba,19621,FALSE
1815,2500601,Alhandra,Paraíba,19588,FALSE
1816,3153400,Presidente Olegário,Minas Gerais,19573,FALSE
1817,2912202,Ibicoara,Bahia,19571,FALSE
1818,2603900,Carnaíba,Pernambuco,19551,FALSE
1819,2107407,Olho d'Água das Cunhãs,Maranhão,19505,FALSE
1820,2108009,Pastos Bons,Maranhão,19472,FALSE
1821,1303205,Novo Airão,Amazonas,19454,FALSE
1822,2304301,Farias Brito,Ceará,19450,FALSE
1823,2107100,Morros,Maranhão,19433,FALSE
1824,1303502,Pauini,Amazonas,19426,FALSE
1825,4128500,Wenceslau Braz,Paraná,19414,FALSE
1826,3108305,Borda da Mata,Minas Gerais,19412,FALSE
1827,2916005,Itanhém,Bahia,19405,FALSE
1828,2102507,Cajari,Maranhão,19379,FALSE
1829,3114501,Carmópolis de Minas,Minas Gerais,19355,FALSE
1830,4309605,Horizontina,Rio Grande do Sul,19329,FALSE
1831,4126306,Sengés,Paraná,19327,FALSE
1832,1200708,Xapuri,Acre,19323,FALSE
1833,3170909,Varzelândia,Minas Gerais,19320,FALSE
1834,4212205,Papanduva,Santa Catarina,19320,FALSE
1835,4311205,Júlio de Castilhos,Rio Grande do Sul,19293,FALSE
1836,2901601,Antas,Bahia,19291,FALSE
1837,4218301,Três Barras,Santa Catarina,19275,FALSE
1838,5007935,Sonora,Mato Grosso do Sul,19274,FALSE
1839,4105409,Chopinzinho,Paraná,19254,FALSE
1840,2932457,Umburanas,Bahia,19222,FALSE
1841,1300680,Boa Vista do Ramos,Amazonas,19207,FALSE
1842,3100906,Águas Formosas,Minas Gerais,19207,FALSE
